"trip_id","route_id","stop_id","arrival_time","departure_time"
"2460__261001_Timetable_-_2025-02","917","261","2025-03-22T18:02:13.000Z","2025-03-22T18:02:13.000Z"
"2460__261001_Timetable_-_2025-02","917","330","2025-03-22T18:02:48.000Z","2025-03-22T18:02:48.000Z"
"2460__261001_Timetable_-_2025-02","917","332","2025-03-22T18:03:48.000Z","2025-03-22T18:03:48.000Z"
"2460__261001_Timetable_-_2025-02","917","334","2025-03-22T18:04:51.000Z","2025-03-22T18:04:51.000Z"
"2460__261001_Timetable_-_2025-02","917","335","2025-03-22T18:05:59.000Z","2025-03-22T18:05:59.000Z"
"2460__261001_Timetable_-_2025-02","917","337","2025-03-22T18:07:27.000Z","2025-03-22T18:07:27.000Z"
"2460__261001_Timetable_-_2025-02","917","339","2025-03-22T18:08:57.000Z","2025-03-22T18:08:57.000Z"
"2460__261001_Timetable_-_2025-02","917","941","2025-03-22T18:13:22.000Z","2025-03-22T18:13:22.000Z"
"2460__261001_Timetable_-_2025-02","917","942","2025-03-22T18:14:38.000Z","2025-03-22T18:14:38.000Z"
"2460__261001_Timetable_-_2025-02","917","1286","2025-03-22T18:14:56.000Z","2025-03-22T18:14:56.000Z"
"2460__261001_Timetable_-_2025-02","917","2595","2025-03-22T18:15:57.000Z","2025-03-22T18:15:57.000Z"
"4147__461032_Timetable_-_2025-02","410","638","2025-03-22T17:05:56.000Z","2025-03-22T17:05:56.000Z"
"4147__461032_Timetable_-_2025-02","410","639","2025-03-22T17:05:56.000Z","2025-03-22T17:05:56.000Z"
"4147__461032_Timetable_-_2025-02","410","640","2025-03-22T17:05:56.000Z","2025-03-22T17:05:56.000Z"
"4147__461032_Timetable_-_2025-02","410","641","2025-03-22T17:06:16.000Z","2025-03-22T17:06:16.000Z"
"4147__461032_Timetable_-_2025-02","410","642","2025-03-22T17:06:39.000Z","2025-03-22T17:06:39.000Z"
"4147__461032_Timetable_-_2025-02","410","643","2025-03-22T17:07:44.000Z","2025-03-22T17:07:44.000Z"
"4147__461032_Timetable_-_2025-02","410","644","2025-03-22T17:07:58.000Z","2025-03-22T17:07:58.000Z"
"4147__461032_Timetable_-_2025-02","410","645","2025-03-22T17:08:27.000Z","2025-03-22T17:08:27.000Z"
"4147__461032_Timetable_-_2025-02","410","646","2025-03-22T17:08:56.000Z","2025-03-22T17:08:56.000Z"
"4147__461032_Timetable_-_2025-02","410","647","2025-03-22T17:09:21.000Z","2025-03-22T17:09:21.000Z"
"4147__461032_Timetable_-_2025-02","410","648","2025-03-22T17:10:00.000Z","2025-03-22T17:10:00.000Z"
"4147__461032_Timetable_-_2025-02","410","649","2025-03-22T17:10:38.000Z","2025-03-22T17:10:38.000Z"
"4147__461032_Timetable_-_2025-02","410","90079","2025-03-22T17:11:11.000Z","2025-03-22T17:11:11.000Z"
"4147__461032_Timetable_-_2025-02","410","94195","2025-03-22T17:11:34.000Z","2025-03-22T17:11:34.000Z"
"4147__461032_Timetable_-_2025-02","410","90040","2025-03-22T17:12:21.000Z","2025-03-22T17:12:21.000Z"
"4147__461032_Timetable_-_2025-02","410","93425","2025-03-22T17:13:09.000Z","2025-03-22T17:13:09.000Z"
"4147__461032_Timetable_-_2025-02","410","812","2025-03-22T17:15:21.000Z","2025-03-22T17:15:21.000Z"
"4115__461035_Timetable_-_2025-02","410","812","2025-03-22T17:19:21.000Z","2025-03-22T17:20:00.000Z"
"4115__461035_Timetable_-_2025-02","410","90038","2025-03-22T17:21:46.000Z","2025-03-22T17:21:46.000Z"
"4115__461035_Timetable_-_2025-02","410","94194","2025-03-22T17:22:48.000Z","2025-03-22T17:22:48.000Z"
"4115__461035_Timetable_-_2025-02","410","90080","2025-03-22T17:23:10.000Z","2025-03-22T17:23:10.000Z"
"4115__461035_Timetable_-_2025-02","410","799","2025-03-22T17:23:53.000Z","2025-03-22T17:23:53.000Z"
"4115__461035_Timetable_-_2025-02","410","800","2025-03-22T17:25:00.000Z","2025-03-22T17:25:00.000Z"
